V,H,S,M
0.39196934816229834,0.454545,0.0,2
0.37532235666933084,0.090909,0.0,2
0.35317260036788733,0.272727,0.0,2
0.39231803578503377,0.909091,0.4,2
0.353169794762149,0.909091,0.0,2
0.3648396453039118,0.636364,0.0,2
0.3311028713939588,0.090909,0.0,2
0.3419963744757762,0.090909,0.4,2
0.3190772853009917,0.454545,0.0,2
0.3696875180378456,0.636364,0.0,2
0.30465089130655404,0.0,0.0,2
0.36347051027252986,0.727273,0.0,2
0.33428046827484525,0.545455,0.0,2
0.3751374128040196,0.0,0.4,2
0.36252606966193784,0.090909,0.4,2
0.39461938472940405,0.454545,0.4,2
0.3619232407341594,0.727273,0.0,2
0.2928387923304028,0.818182,0.0,2
0.337991404813054,0.454545,0.4,2
0.3048397842221555,0.272727,0.0,2
0.3244516047290118,1.0,0.4,2
0.38533685299830167,0.454545,0.0,2
0.38143700686925225,1.0,1.0,3
0.38329548327097,0.636364,0.0,3
0.39798504515560684,0.454545,0.0,3
0.37282859925330303,1.0,0.0,3
0.34998129432555075,0.090909,0.4,3
0.3758887952758043,1.0,1.0,3
0.34919644305587555,0.090909,1.0,3
0.3927441493912802,0.272727,0.0,3
0.29590078705247064,0.818182,0.4,3
0.34825374211584736,0.727273,0.0,3
0.29032158017066007,1.0,0.4,3
0.3076728709420478,0.727273,1.0,3
0.4077351780434868,0.636364,0.4,3
0.391331474369009,0.363636,0.4,3
0.3348181918350323,0.0,0.0,3
0.3074123790385686,0.090909,1.0,3
0.2562414906755422,0.272727,0.4,3
0.3409776572223578,0.0,0.0,3
0.4447145254286591,0.545455,0.0,3
0.37522094950122764,0.818182,0.0,3
0.34041496998826787,1.0,0.0,3
0.3762778073325107,0.454545,0.0,3
0.3053664576451945,0.909091,0.4,3
0.34959368230558274,1.0,0.4,3
0.3634817115555508,0.909091,0.0,3
0.3569864771862633,0.454545,0.4,3
0.38767821425915283,0.272727,1.0,3
0.37206258291826183,1.0,0.4,3
0.3833914106337799,0.181818,0.4,3
0.3359069701219234,0.363636,0.0,3
0.3914235392943692,0.0,1.0,3
0.4170127931668397,0.818182,0.0,3
0.3260447668122005,0.636364,0.0,3
0.3289306520499904,0.090909,1.0,3
0.4067524517712081,0.181818,0.4,3
0.3533029604656729,0.545455,0.4,3
0.4091337487223295,0.545455,0.4,3
0.34451125008377353,0.818182,0.4,3
0.4109265951694749,0.272727,0.0,3
0.36460200358819084,1.0,0.0,3
0.36903800881629434,0.454545,0.0,3
0.4147651307584466,0.818182,0.0,3
0.347338033289454,0.181818,1.0,3
0.3270607266426264,0.0,0.0,3
0.3443002527190076,0.0,0.4,3
0.37583168827250985,0.363636,0.4,3
0.305198432473682,1.0,0.4,3
0.3823114815927892,0.0,0.4,3
0.341143003883379,0.363636,0.4,3
0.4001734431256747,0.090909,1.0,3
0.27620088932848347,1.0,0.4,3
0.33247019787135407,0.727273,1.0,3
0.3009736147068064,0.818182,1.0,3
0.33108196867726164,0.727273,0.4,3
0.368668306538813,0.636364,0.0,3
0.3537270681092586,0.818182,0.4,3
0.35113178508681947,0.0,0.0,3
0.35442852950169784,0.909091,0.4,3
0.36711858842169803,0.727273,1.0,3
0.32470123853199123,0.727273,0.4,3
0.3847397374314668,0.363636,0.4,3
0.3831933089634919,0.818182,0.0,3
0.3734763278179635,0.363636,1.0,3
0.3794786704962942,0.0,0.0,3
0.37037463002830306,0.909091,0.0,3
0.43122756559558734,0.181818,0.0,3
0.3569517040131621,0.090909,0.0,3
0.3492520873582898,0.636364,0.4,3
0.33362653468749176,0.181818,0.4,3
0.3238708065297757,0.909091,0.0,3
0.31644348743396233,0.454545,0.0,3
0.3288920940369178,0.0,0.0,3
0.3575261866421775,1.0,0.0,3
0.37170032949742,0.545455,0.0,3
0.36178997204932567,0.272727,0.4,3
0.33320626528996,0.727273,0.0,3
0.3915064597406987,0.545455,0.0,3
0.38587944353053316,0.0,0.0,3
0.3544123092402294,0.818182,0.4,3
0.33714793493673506,0.363636,0.0,3
0.379194977229043,0.727273,0.0,3
0.36657907556201363,0.909091,1.0,3
0.30931554592047333,0.636364,0.0,3
0.35762069104054584,0.727273,0.4,3
0.3691712534226033,0.272727,0.4,3
0.3285106824729286,0.181818,0.0,3
0.3666445187493105,0.363636,0.4,3
0.30908121301597735,0.909091,0.4,3
0.406766513500426,0.545455,1.0,3
0.4036782494770801,0.363636,0.0,3
0.35116189329939623,0.818182,0.0,3
0.37272090182436757,0.909091,0.0,3
0.27565273119700434,0.909091,0.4,3
0.3195278318907133,0.272727,0.4,3
0.34971773779467547,0.727273,0.0,3
0.3224753442500599,0.636364,0.0,3
0.38500387689207305,0.454545,1.0,3
0.4299053785761798,0.363636,0.0,3
0.31881848481997443,0.090909,0.4,3
0.33068878085701825,0.272727,0.4,3
0.3923309732374179,1.0,1.0,4
0.4119495527545651,0.545455,1.0,4
0.3824931603628619,0.454545,1.0,4
0.4011257490581851,0.090909,0.0,4
0.39632476339620437,0.818182,0.0,4
0.42111069556339703,0.909091,0.4,4
0.42228033127777886,0.727273,0.4,4
0.32520512022432924,0.909091,0.0,4
0.30010925778636577,0.909091,1.0,4
0.4300698159060603,0.818182,0.4,4
0.43750900373047746,0.545455,0.4,4
0.3491750792194665,0.090909,0.0,4
0.31560658373817485,0.0,0.4,4
0.393961392840288,0.181818,0.0,4
0.4272335290540212,0.454545,1.0,4
0.4619037808973726,0.727273,0.4,4
0.41065190288405806,0.454545,1.0,4
0.37513133213657224,0.0,0.4,4
0.3542747751366055,0.181818,0.4,4
0.3904580516668262,1.0,0.4,4
0.37802941184458977,1.0,1.0,4
0.3493972837708474,0.363636,1.0,4
0.4719502260345315,0.818182,0.4,4
0.46140673608288524,0.727273,1.0,4
0.43544194734221714,1.0,0.0,4
0.3531659840876349,0.909091,1.0,4
0.4242007729718912,0.636364,0.0,4
0.4155850563799161,0.363636,0.4,4
0.40770182496816215,0.636364,1.0,4
0.4399866106817511,0.272727,0.0,4
0.4154148457144511,0.363636,0.4,4
0.41960056945217344,0.636364,0.4,4
0.4154762513348884,0.545455,0.4,4
0.40363165632008424,0.545455,1.0,4
0.3186555548114327,0.363636,1.0,4
0.3933448430964223,0.363636,1.0,4
0.367752321646035,0.0,0.4,4
0.3388063616943992,0.636364,0.4,4
0.457272664772033,0.545455,0.4,4
0.4591598136354281,1.0,0.4,4
0.4443688240118245,0.545455,0.0,4
0.400208536674235,0.454545,1.0,4
0.4440250048381063,0.0,1.0,4
0.39048212722407305,0.181818,1.0,4
0.39811189107591116,0.363636,0.4,4
0.3462611451815207,0.363636,0.4,4
0.4058796521799536,0.363636,0.4,4
0.3924154371369767,0.363636,0.4,4
0.33789391532662144,0.818182,0.4,4
0.38795211552733616,0.090909,0.0,4
0.38681081744572765,0.272727,0.0,4
0.4619024466657856,0.090909,1.0,4
0.4257685331405364,0.272727,0.4,4
0.39045781756365866,0.727273,1.0,4
0.3999514923920433,0.0,0.0,4
0.39176849512416795,0.363636,0.4,4
0.3818834406081781,0.0,0.4,4
0.3467029121044685,1.0,0.4,4
0.38395792489572284,0.727273,0.0,4
0.36015606973389946,0.181818,0.0,4
0.33998737844307414,0.181818,1.0,4
0.4104488725819014,0.090909,0.4,4
0.4056505863973294,0.454545,0.4,4
0.3185316995452769,0.818182,0.4,4
0.38509261450019494,0.636364,0.4,4
0.42982805543599695,0.909091,0.4,4
0.43236894955585287,0.363636,0.0,4
0.43103347371540957,0.272727,1.0,4
0.3915565282760584,0.454545,1.0,4
0.35619818688123395,0.181818,1.0,4
0.3466520469056776,1.0,0.4,4
0.4037841961900143,0.181818,0.0,4
0.40517120137460655,0.454545,1.0,4
0.4414932444642026,0.545455,0.4,4
0.43399918601368337,0.0,0.0,4
0.38471085373875313,0.454545,0.4,4
0.3402317648455652,0.454545,1.0,4
0.3772357361195641,0.272727,0.4,4
0.398689247792421,0.090909,1.0,4
0.3819166701844238,0.0,1.0,4
0.36688423567689377,0.0,0.4,4
0.40011539259879597,0.454545,1.0,4
0.3698416903435756,0.090909,0.4,4
0.36487735665098503,1.0,0.4,4
0.4024581133721376,0.181818,0.0,4
0.3739202967948318,0.636364,1.0,4
0.39976417555913407,0.727273,0.4,4
0.4009281609140849,0.454545,0.0,4
0.34442283995633705,0.909091,0.4,4
0.3707503550453835,0.090909,0.0,4
0.44751107759665854,0.181818,0.0,4
0.3435168194906285,0.272727,0.4,4
0.30533382204117876,0.090909,0.4,4
0.31552619387029956,0.272727,1.0,4
0.3911643978630668,0.272727,0.4,4
0.391236691121308,0.818182,1.0,4
0.3852955657829952,0.272727,0.4,4
0.43856759315714006,0.909091,0.4,4
0.28308662267588247,0.818182,0.4,4
0.40583735497723294,0.909091,0.4,4
0.4508516412714709,0.636364,1.0,5
0.3611178134234482,0.0,1.0,5
0.44032667719586227,1.0,1.0,5
0.4631012391592768,0.090909,1.0,5
0.44684739032678183,0.636364,0.4,5
0.4584391667692628,0.818182,1.0,5
0.3668078905859163,0.181818,1.0,5
0.4448968069748288,0.272727,0.4,5
0.4163821108238299,0.454545,1.0,5
0.408274442857391,0.909091,1.0,5
0.4691750024238877,0.181818,1.0,5
0.4965673529803403,0.636364,1.0,5
0.5107466524570161,0.454545,1.0,5
0.4891663542177657,0.090909,0.4,5
0.42506196182664174,0.727273,0.4,5
0.44587240733618544,0.818182,1.0,5
0.46450702923029097,0.545455,0.4,5
0.4354530077184758,0.181818,0.4,5
0.4358843884560195,0.090909,0.4,5
0.46706889093442816,0.454545,0.4,5
0.427332280928833,0.545455,1.0,5
0.3971820878631852,0.545455,1.0,5
0.4113487120373864,0.181818,1.0,5
0.4585259669980184,0.545455,0.4,5
0.430134698103998,0.272727,1.0,5
0.4453094489590752,0.727273,1.0,5
0.46015356589909856,0.818182,1.0,5
0.4131321341696076,0.636364,1.0,5
0.46403116736334127,0.0,1.0,5
0.44704791715562775,1.0,1.0,5
0.3744334110889835,0.0,0.4,5
0.494903715603381,1.0,0.4,5
0.40746648653093875,0.0,1.0,5
0.3555207095566667,0.545455,0.4,5
0.3829730330686164,0.090909,1.0,5
0.3840529677694755,0.090909,1.0,5
0.432347799339589,0.727273,1.0,5
0.4176767272504193,0.727273,1.0,5
0.4148425614561733,0.090909,1.0,5
0.45788658844671154,1.0,0.0,5
0.44529439125367165,0.272727,0.0,5
0.44422215417899286,0.272727,1.0,5
0.4484422805797912,0.272727,1.0,5
0.4577260600601007,0.454545,0.4,5
0.33514209962001507,0.181818,1.0,5
0.41360027864809923,0.454545,1.0,5
0.33189054709797366,0.181818,1.0,5
0.4316226967059008,0.0,1.0,5
0.42979151624990447,0.363636,1.0,5
0.4770489523655356,0.727273,0.4,5
0.48344354767245046,0.818182,1.0,5
0.4391248771713565,0.363636,1.0,5
0.4074837515171395,0.272727,1.0,5
0.4518322500645582,0.818182,1.0,5
0.4062437063204059,0.727273,0.4,5
0.4299373306850493,0.818182,0.0,5
0.47437613426323455,0.909091,0.4,5
0.40490028943047596,0.818182,1.0,5
0.4662555387659125,1.0,1.0,5
0.4604830615911536,0.363636,0.4,5
0.387034368229113,0.363636,1.0,5
0.473825235769783,0.272727,1.0,5
0.4614354855417177,0.181818,1.0,5
0.43458666493176956,0.727273,1.0,5
0.39569544438875565,0.727273,0.4,5
0.39133572916409937,0.818182,0.4,5
0.405805184039364,0.181818,1.0,5
0.4544167508481382,0.454545,0.4,5
0.38699686746693707,0.181818,1.0,5
0.4496880511878941,0.909091,0.4,5
0.3741210012004723,0.272727,0.4,5
0.4208169137002518,0.090909,0.4,5
0.4349341489558304,0.545455,1.0,5
0.5400308565276513,0.909091,0.4,5
0.36802079550158345,0.909091,0.4,5
0.496240655492056,0.090909,1.0,5
0.4367429086294276,0.272727,1.0,5
0.44850273631071835,0.090909,1.0,5
0.4353256561024692,0.272727,0.4,5
0.45001270681878547,0.545455,1.0,5
0.4230841703037092,0.272727,0.4,5
0.4954322581655856,0.0,1.0,5
0.4094587985098875,0.545455,0.4,5
0.4809505557480661,0.0,1.0,5
0.40100347959041394,0.181818,1.0,5
0.42728866691194206,0.0,0.4,5
0.38176168514694014,0.090909,0.4,5
0.4504760674156384,0.454545,0.4,5
0.49503066806169405,0.909091,1.0,5
0.42651897190806154,0.818182,0.4,5
0.4211401435583241,0.090909,1.0,5
0.3798422366619433,0.0,1.0,5
0.41968183059014613,0.363636,1.0,5
0.35832425831253123,0.636364,1.0,5
0.38892049059765277,0.727273,1.0,5
0.44020537207491106,0.818182,0.0,5
0.4893555938983628,0.363636,1.0,5
0.5564144887553276,0.181818,1.0,5
0.40360367117180945,0.0,1.0,5
0.4945885070490448,0.090909,1.0,5
